,text,label
200,akhirnya ketua bek ui terbukti pengecut bek ui terbang ke asmat namun si zaadit malah tidak ikut . nama nya juga hanya jago bicara,negative
201,kamu manusia paling penakut yang pernah ku jumpai,negative
202,"penjual lama merespon , dan bermasalah dalam mengirim",negative
203,gubernur barokah 10 tahun tidak bisa mengapa - ngapain,negative
204,"kenapa lumayan enak ? karena ada sushi lain yang lebih enak dengan harga yang sama . letak strategis mudah dijangkau dengan angkutan umum dan mobil pribadi . menu sushi kurang banyak , kalau bisa ada menu sushi dengan porsi kecil 2 pieces , rasa sushi enak hanya tidak ada ginger pickle seperti di sushi tei untuk menambah citarasa . harus nya kulit ada ginger pickle , wasabi , cabe bubuk . jadi sebenarnya kurang istimewa .",negative
205,prabowo tidak suka orang yang suka mengadu domba sesama nya,negative
206,marah gue dengan indosat,negative
207,tidak damai,negative
208,jenuh,negative
209,orang pribumi itu pendek berkulit hitam .,negative
210,pki sudah mati yang perlu diwaspadai sekarang itu bahaya laten fpi,negative
211,jakarta selalu jadi sasaran orang orang yang tidak bertanggung jawab seperti teroris,negative
212,"kualitas lounge di t3u ap2 amat mengecewakan . jauh dari eskalator , melalui lorong-lorong kotor . desain sempit memanjang .",negative
213,"prabowo adalah contoh aktor hebat di panggung , tapi punya rekam jejak buruk di luar panggung . dia tidak bisa menerima perbedaan , dendam melecehkan orang lain . itu adalah sifat asli salah satu calon presiden kita . bayangkan kerusakan apa yang akan terjadi jika beliau jadi presiden .",negative
214,masih sangat kecewa dengan koneksi nya smartfren . padahal sekarang lagi promo besar-besar - an ! payah !,negative
215,"saya paling tidak suka itu , kalau mendekati pemilu , suasana nya selalu memanas .",negative
216,masalah,negative
217,jadi pki hidup nya hanya september doang terus nanti mati 30 september . ini manusia goblooooooook nya setengah mati . bahaya laten pki itu tiap hari harus diwaspadai . termasuk hti yang mau ganti sistem pancasila jadi khilafah,negative
218,rasa sudah berubah tidak seperti dulu . terkesan hambar . harus di tingkatkan cita rasanya . untuk menu minuman sangat minim hanya ada soft drink,negative
219,jawa semua film nya tidak bermutu .,negative
220,"hati-hati , ini adalah trik mereka untuk menutupi korupsi mereka .",negative
221,"saya mencoba yang di jalan sukajadi . saat masuk , saya terpukau dengan tempat nya yang sangat nyaman , menarik , nyaman , dan mewah . dan saat disodorkan buku menu , saya kembali terpukau . menu makanan nya sedikit dan harga nya sangat fantastis ! saya memesan yang paling murah , spaghetti carbonara . dan setelah setengah jam menunggu , makanan tidak kunjung datang . saya coba cari pelayan dan menanyakan , jawaban nya hanya sebentar lagi . saya kurang suka dengan pelayanan nya .",negative
222,copot dari keanggotaan polisi saja . daripada jadi perusak nama baik korp .,negative
223,saudara-saudara sebangsa setanah air . waspadalah kalian semua . mayoritas di negara ini pada mulai bergerak untuk menghancurkan kita-kita . jagalah diri kalian masing-masing .,negative
224,"kereta mutiara timur malam , sby - bnywangi eksekutif tetapi kursi jorok dan kotor sekali . tidak sesuai dengan harga yang sangat mahal , sangat mengecewakan",negative
225,kalau suasana nya sih oke di sana masih asri banget apalagi ada taman kelinci buat si kecil seru liat nya tapi masalah makanan nya biasa saja ( menangis ) agak kecewa masalah makanan di restoran nya,negative
226,awal nya saya penasaran dengan makanan seperti apakah cuanki itu ? ternyata semacam bakso pangsit / siomay diberi kuah . beli setengah porsi saja sudah cukup mengenyangkan . jika ke sini sebaiknya agak bagian sehingga tidak perlu terlalu antre . pilihlah tempat kosong di dekat pohon jika masih ada yang tersisa karena di dalam sangat panas . yang agak mengherankan adalah kenapa pesan tidak sekalian bayar ? jadi harus mengganti dua kali capek .,negative
227,bosan dengan dunia ini yang penuh dengan kemunafikan,negative
228,ok kiriman agak terlambat 1 hari pakai yes . lebih responsif dong,negative
229,masa kecepatan indosat cuma mentok 50 kb,negative
230,dengan ini saya semakin membenci hari senin,negative
231,amburadul,negative
232,"pantai parangtritis yogya mengecewakan , kotor dan tidak seindah kata orang - ? -",negative
233,hanya mengatasi masalah kayak gini saja anies sandi tidak becus . ke mana saja pasukan kebersihan yang begitu banyak jumlah nya ?,negative
234,bunyi petasan orang yang eforia membuat bayi di kamar terbangun dan rewel . ayo jangan ganggu orang lain,negative
235,"tempat yang romantis dan dengan pemandangan yang luar biasa , namun seharusnya menu yang mengandung nama resto menjadi kekuatan , namun sayang nya jam sibuk s tenderloin yang saya konsumsi hari ini tidak sesuai dengan harapan saya .",negative
236,tidak gembira,negative
237,makan di sini jangan pas makan siang . antre nya . makan pakai piring seng . ada kue balok minuman makanan zaman dulu juga ada . rute makanan standar sih . standar banget .,negative
238,"sudah saat nya meninggalkan partai golkar , pks , gerindra , pan , dan demokrat ! semua adalah partai orde baru , radikal islam dan abal-abal",negative
239,"inilah pimpinan hasil olahan iblis yang tidak pernah kita sadari , kasihan negri ini . !",negative
240,"makanan sama minuman di restoran itu harga nya sudah mahal , tidak enak lagi",negative
241,"hidup yahudi , hidup benjamin netanyahu . jangan kendur meski didemo oleh onta sekampung",negative
242,anjing pak jk perusak nkri ! ayo kita kulit manusia seperti ini !,negative
243,hebat . pandai nya si vero bersandiwara . terlihat seperti domba ternyata seekor musang . memang penghianat itu selalu terlihat seperti orang baik . coba lihat lagi wajah tangisan nya . tangisan buaya betina gatal . ?,negative
244,"tasikmalaya macet kalau di alun-alun kota , pusat belanja , sama kalau ada galian doang",negative
245,kakak untuk apa colek colek aku ! aku bukan wanita murahan,negative
246,"ini babi yang jelas-jelas merugikan bangsa negara , masih saja ada pembela nya . harus nya ini orang dihukum mati !",negative
247,"kenapa korupsi meraja lela ? koruptor bebas berkeliaran , karena kantor polisi hanya diisi para pecundang mata duitan banyak bacok yang hanya mau membela yang sanggup bayar . benar-benar malang indonesia .",negative
248,"ini pertama kali saya makan abuba steak di luar jakarta . rasanya agak berbeda dengan yang saya biasa nikmati di abuba steak jakarta . kurang enak . suasana restoran nya oke . toilet nya sudah agak tua , harus sedikit diperbaharui",negative
249,"rezim gila ! negara terlalu mengharapkan piutang jadi bahan pokok pada naik , listrik mahal bbm mahal . muak kami dengan semua ini !",negative
250,"makan di festival citylink karena baru buka bulan april lalu . makanan banyak , tinggal pilih . karena saya baru pertama kali datang dan nama resto nya mangkok ayam jadi pikiran nya ke mi , jadi saya pesan mi bebek . baik biasa saja sih rasanya , kalau menurut pendapat saya tidak sesuai dengan harga nya yang buat mi saja bisa sampai 35 ribu . kwetiau nya juga biasa saja . tidak spesial .",negative
251,"pantas saja demokrat dukung demiz - saikhu untuk jawa barat , rupanya ambisi cikeas menjadih dinasti pada demokrat , mulai dari drama dia sby di depan kebah melengserkan au dari ketum dan menyingkirkan loyalis au dari demokrat agar capres demokrat tetap dari dinasti cikeas grinningfacewithsweat grinningfacewithsweat clappinghands clappinghands",negative
252,kenapa salat jumat isi nya laki-laki semua ? karena tuhan dukung kaum lgbt temukan pasangan nya .,negative
253,"pelayanan buruk , harga mahal . tidak sudi gue makan di tempat seperti begini . kantin kampus saja bisa gue komentarin apalagi restoran . tidak lagi-lagi deh .",negative
254,"sebagai netijen yang baru april lalu piknik ke toba , hanya mau bilang bahwa iya benar banyak hal yang mengecewakan dari sistem pariwisata di sana . parapat - nya kotor , susah cari akomodasi yang benar-benar bagus , agen transportasi tidak profesional , supir travel nya sedikit-sedikit , pokok nya big bukan buat parapat .",negative
255,pak setya novanto dosen killer aku teman kampus yang suka nya minta jawaban catatan doang penjahat-penjahat negara,negative
256,"sudah beberapa kali makan di resto ini tapi terakhir saya makan di sini , pelayanan jelek sekali . makan di sini untuk acara kantor dan kebetulan ada acara juga di bawah jadi mungkin pelayanan terbagi 2 . dikasih sport di atas kiri dan beberapa bohlam lampu pada mati dan dengan entengya pelayan ya bilang tidak ada lampu cadangan jadi disuruh pakai lilin . restoran bagus kok tidak ada .",negative
257,jelek ah kamera nya seperti oppo,negative
258,jelang duel barca vs milan disambut hujan angin seharian ! alam pun tahu dan menangis sedih melihat permainan trik kotor kedua tim ck ck ck,negative
259,indosat ini semakin hari semakin parah sudah hampir 5 hari sinyal jelek koneksi jelek lemah otak membuat ku tidak senang,negative
260,"bulan januari saya sudah ke galeri indosat untuk registrasi kartu , kata mbak nya yang tas , sudah teregistrasi kok , tapi kemarin tidak bisa telepon dan sms karena diblokir belum registrasi . mau nya apa coba ? terima kasih atas layanan nya yang excellent sekali .",negative
261,"tidak bosan apa film indonesia yang main reza rahadian terus , bukan bilang dia tidak bagus , tetapi kalau pemain itu itu melulu jenuh juga melihat nya .",negative
262,"judul nya keren : kejuaraan nasional senam memperebutkan piala walikota surabaya . tapi pelaksanaan nya bikin sedih . hal kumuh , kotor berdebu . harus nya ini bisa disel kan ya ? padahal walikota surabaya imej nya suka kebersihan keindahan . mau tanda yang bersangkutan tapi tidak tahu akun nya . aduh .",negative
263,negara ini kian bobrok karena dipimpin oleh presiden yang gemar menipu dan berbohong . tenggelamkan dan hancurkan di 2019 nanti .,negative
264,"ini gay yang konon nya nak lindungi muhammak , padahal dia kelak akan dibakar di dalam neraka muhammak , muslim bodoh",negative
265,bakar hidup hidup saja itu para homo,negative
266,transaksi senjata jerman dengan arab saudi dan uni emirat arab disebut tidak bertanggung jawab .,negative
267,"ri ku molo adalah orang pdip yang di partai nya paling juara soal korupsi , jadi wajar kalau beliau tidak alergi dengan kata maling / mantan maling , ke depan nya jangan pilih partai yang pro koruptor .",negative
268,menyebalkan senin pagi beserta macet parah dan banjir,negative
269,"semakin banyak tahu , semakin cemburu .",negative
270,siapa yang mendukung calon presiden ini harus dibawa ke psikiater untuk diperiksa karena mereka sudah gila .,negative
271,"bulan sebelumnya saya makan di sana resto nya sedang renovasi sehingga sangat tidak nyaman . sekarang renovasi nya sudah selesai , hanya saja tidak diikuti dengan mutu pelayanan yang baik . harus bersusah payah panggil pelayan untuk pesan menu dan membersihkan meja . memang rasa makanan nya lumayan , walau sewaktu bayar tagihan agak gimana gitu karena harga nya mahal .",negative
272,"lemah otak indosat , sudah pesan langsung indosatcare berkali kali masih saja tidak ada respon payah bikin saya tidak senang",negative
273,tinggalkanlah kalau kamu memang sudah bosan sama pacar mu dan pacaran tidak ada guna nya buat kamu .,negative
274,"setelah menunggu diproses sekitar 2 minggu , ujung-ujung nya saya disuruh ke bank mandiri karena waktu itu saya pakai kartu debit , ribet .",negative
275,"awal cerita saya bisa makan di resto ini adalah karena saya menginap di valley resort hotel pada tanggal 12 - 13 oktober 2013 kemarin , pas selesai cek in saya les penasaran untuk makan siang di resto ini dan begitu melihat buku menu saya dan suami les ternganga , harga makanan nya mahal kali bahkan ada yang sampai 675 - 700 ribu hanya untuk steak impor .",negative
276,"aja gila ini si ahok , apa ini yang di namakan , semua sama di mata hukum",negative
277,"bagaimana menurut kalian . si bocah ingusan pendukung fpi , ketua nya saja bajingan",negative
278,"ternyata orang syirik , iri dan dengki itu tidak hanya sesama teman saja . atasan yang iri dan dengki ke bawahan juga ada ternyata",negative
279,"tidak perlu diblok percuma , mereka pasti akan buat akun baru lagi . para kelompok khilafah sesat ini strategi nya semuanya sama . mereka ini isis yang memiliki banyak folder hti , fpi , fui , mmi , jat , lpi , dan lain-lain anggota dari folder-folder itu cuma salin dan tempel dengan cara ini mereka kelihatan banyak",negative
280,kawasan dengan basis partai yang mengaku berideologi islam tapi fasilitas umum kotor jorok berantakan bukan main itu agak . mengecewakan .,negative
281,"ampas banget jne padahal mengirim dari kota sebelah tapi tidak digerak2in masih di sorting center . gila sih ingin marah . saya pakai jne gara-gara toko nya cuma ngirim lewat jne doang , kalau tidak mah mending pakai kurir lain .",negative
282,iya itu yang bikin saya kesal . ini bukan kesalahan sang pelamar tapi jelas 100 % kesalahan pihak yang di atas yang entah bagaimana cara mereka berkordinasi . nyesek saya itu walaupun ini kasus teman saya yang di lampung . sayang saja pemerintah sendiri tidak tahu lulusan untuk posisi nya sendiri,negative
283,"makanan sudah oke , namun untuk penataan tempat duduk kurang , terlihat terlalu ramai sehingga tidak nyaman , harga lumayan dengan kualitas yang kurang .",negative
284,"untuk apa beli properti di meikarta , tidak ada masa depan nya , mending beli emas",negative
285,"kami mengunjungi winner bratwurst sebenarnya tidak sengaja . saat kunjungan ke bandung minggu lalu kami menginap di summer hill private villa dan hotel , dalam perjalanan menuju hotel kami dapati bahwa restoran yang terdekat adalah winner bratwurst . sama seperti lokasi tempat kami menginap , winner bratwurst tidak mudah dicapai bagi wisatawan yang menggunakan transportasi umum , hal ini dikarenakan lokasi restoran yang berada jauh dari jalan utama . itu kekurangan nya .",negative
286,"tidak suka sama orang pelit , biarkan saja orang pelit kuburan nya sempit",negative
287,"minta bertindak . hahahahahahahahahahah . masak iya minta bertindak sama pelaku atau otak pelaku nya , sama saja partai demokrat menyuruh orang lumpuh untuk berlari kencang .",negative
